episode,scores
5342,100
5343,-10
5344,-10
5345,-10
5346,-10
5347,-10
5348,-10
5349,-10
5350,100
5351,-10
5352,-10
5353,100
5354,-10
5355,-10
5356,-10
5357,-10
5358,-10
5359,-10
5360,-10
5361,-10
5362,100
5363,100
5364,-10
5365,-10
5366,100
5367,100
5368,-10
5369,-10
5370,-10
5371,-10
5372,-10
5373,-10
5374,-10
5375,-10
5376,-10
5377,100
5378,-10
5379,-10
5380,-10
5381,100
5382,-10
5383,-10
5384,100
5385,-10
5386,-10
5387,-10
5388,100
5389,-10
5390,-10
5391,100
5392,100
5393,-10
5394,100
5395,100
5396,-10
5397,-10
5398,-10
5399,-10
5400,-10
5401,-10
5402,-10
5403,100
5404,100
5405,-10
5406,-10
5407,100
5408,100
5409,-10
5410,-10
5411,-10
5412,-10
5413,-10
5414,100
5415,-10
5416,-10
5417,-10
5418,-10
5419,-10
5420,-10
5421,100
5422,-10
5423,-10
5424,-10
5425,-10
5426,-10
5427,-10
5428,100
5429,100
5430,-10
5431,100
5432,-10
5433,-10
5434,-10
5435,100
5436,-10
5437,-10
5438,-10
5439,-10
5440,-10
5441,100
5442,-10
5443,-10
5444,-10
5445,-10
5446,-10
5447,-10
5448,-10
5449,-10
5450,-10
5451,-10
5452,100
5453,-10
5454,-10
5455,-10
5456,-10
5457,-10
5458,-10
5459,-10
5460,-10
5461,-10
5462,-10
5463,-10
5464,100
5465,-10
5466,-10
5467,-10
5468,100
5469,100
5470,-10
5471,-10
5472,100
5473,100
5474,-10
5475,-10
5476,100
5477,-10
5478,-10
5479,-10
5480,-10
5481,-10
5482,-10
5483,-10
5484,-10
5485,-10
5486,-10
5487,-10
5488,-10
5489,-10
5490,-10
5491,-10
5492,-10
5493,-10
5494,-10
5495,-10
5496,-10
5497,-10
5498,-10
5499,100
5500,-10
5501,-10
5502,-10
5503,-10
5504,-10
5505,-10
5506,-10
5507,100
5508,-10
5509,-10
5510,100
5511,100
5512,100
5513,100
5514,100
5515,-10
5516,-10
5517,-10
5518,100
5519,-10
5520,-10
5521,-10
5522,100
5523,-10
5524,-10
5525,-10
5526,-10
5527,100
5528,-10
5529,-10
5530,100
5531,-10
5532,-10
5533,-10
5534,100
5535,-10
5536,-10
5537,-10
5538,-10
5539,-10
5540,-10
5541,-10
5542,100
5543,-10
5544,-10
5545,100
5546,100
5547,-10
5548,-10
5549,-10
5550,-10
5551,-10
5552,-10
5553,-10
5554,-10
5555,-10
5556,-10
5557,-10
5558,-10
5559,-10
5560,-10
5561,100
5562,-10
5563,100
5564,100
5565,100
5566,-10
5567,-10
5568,-10
5569,-10
5570,-10
5571,-10
5572,-10
5573,-10
5574,-10
5575,-10
5576,-10
5577,-10
5578,100
5579,100
5580,-10
5581,-10
5582,100
5583,100
5584,-10
5585,-10
5586,-10
5587,-10
5588,-10
5589,-10
5590,-10
5591,-10
5592,-10
5593,-10
5594,100
5595,100
5596,-10
5597,-10
5598,100
5599,-10
5600,-10
5601,-10
5602,-10
5603,-10
5604,-10
5605,-10
5606,-10
5607,-10
5608,100
5609,-10
5610,-10
5611,-10
5612,-10
5613,100
5614,-10
5615,-10
5616,-10
5617,-10
5618,-10
5619,-10
5620,-10
5621,-10
5622,-10
5623,-10
5624,100
5625,100
5626,-10
5627,-10
5628,-10
5629,-10
5630,-10
5631,100
5632,-10
5633,-10
5634,100
5635,100
5636,-10
5637,100
5638,-10
5639,-10
5640,-10
5641,-10
5642,-10
5643,-10
5644,100
5645,-10
5646,-10
5647,-10
5648,-10
5649,-10
5650,-10
5651,-10
5652,-10
5653,100
5654,-10
5655,-10
5656,-10
5657,-10
5658,-10
5659,-10
5660,-10
5661,100
5662,-10
5663,-10
5664,-10
5665,-10
5666,-10
5667,-10
5668,100
5669,100
5670,-10
5671,-10
5672,100
5673,-10
5674,-10
5675,-10
5676,-10
5677,-10
5678,-10
5679,-10
5680,-10
5681,100
5682,-10
5683,100
5684,100
5685,100
5686,100
5687,-10
5688,-10
5689,-10
5690,-10
5691,-10
5692,-10
5693,-10
5694,-10
5695,100
5696,-10
5697,100
5698,-10
5699,-10
5700,100
5701,-10
5702,-10
5703,100
5704,-10
5705,-10
5706,-10
5707,-10
5708,-10
5709,-10
5710,-10
5711,-10
5712,-10
5713,-10
5714,-10
5715,-10
5716,-10
5717,-10
5718,-10
5719,-10
5720,100
5721,-10
5722,100
5723,100
5724,-10
5725,100
5726,-10
5727,-10
5728,-10
5729,-10
5730,-10
5731,-10
5732,-10
5733,-10
5734,-10
5735,-10
5736,-10
5737,-10
5738,-10
5739,-10
5740,-10
5741,-10
5742,-10
5743,100
5744,-10
5745,-10
5746,-10
5747,-10
5748,-10
5749,-10
5750,-10
5751,-10
5752,-10
5753,-10
5754,-10
5755,-10
5756,-10
5757,100
5758,-10
5759,-10
5760,-10
5761,-10
5762,-10
5763,-10
5764,100
5765,-10
5766,-10
5767,-10
5768,100
5769,-10
5770,100
5771,100
5772,-10
5773,-10
5774,100
5775,-10
5776,-10
5777,-10
5778,-10
5779,-10
5780,-10
5781,-10
5782,100
5783,100
5784,-10
5785,-10
5786,-10
5787,-10
5788,100
5789,-10
5790,-10
5791,-10
5792,-10
5793,-10
5794,-10
5795,100
5796,-10
5797,100
5798,100
5799,-10
5800,-10
5801,-10
5802,-10
5803,-10
5804,-10
5805,-10
5806,-10
5807,-10
5808,100
5809,100
5810,-10
5811,-10
5812,-10
5813,-10
5814,-10
5815,-10
5816,-10
5817,100
5818,100
5819,-10
5820,-10
5821,-10
5822,100
5823,-10
5824,-10
5825,-10
5826,-10
5827,100
5828,-10
5829,-10
5830,-10
5831,100
5832,100
5833,-10
5834,-10
5835,-10
5836,-10
5837,100
5838,-10
5839,-10
5840,-10
5841,100
5842,-10
5843,-10
5844,-10
5845,-10
5846,-10
5847,-10
5848,-10
5849,-10
5850,-10
5851,-10
5852,-10
5853,100
5854,100
5855,-10
5856,-10
5857,-10
5858,-10
5859,-10
5860,-10
5861,-10
5862,-10
5863,-10
5864,-10
5865,100
5866,-10
5867,-10
5868,-10
5869,-10
5870,-10
5871,-10
5872,-10
5873,-10
5874,100
5875,-10
5876,100
5877,-10
5878,100
5879,-10
5880,-10
5881,-10
5882,100
5883,100
5884,-10
5885,-10
5886,100
5887,-10
5888,-10
5889,100
5890,100
5891,-10
5892,-10
5893,100
5894,-10
5895,-10
5896,-10
5897,-10
5898,-10
5899,-10
5900,-10
5901,100
5902,-10
5903,-10
5904,-10
5905,-10
5906,-10
5907,-10
5908,100
5909,-10
5910,-10
5911,100
5912,-10
5913,-10
5914,100
5915,100
5916,100
5917,-10
5918,-10
5919,-10
5920,-10
5921,100
5922,100
5923,100
5924,-10
5925,-10
5926,-10
5927,-10
5928,100
5929,-10
5930,-10
5931,-10
5932,100
5933,-10
5934,-10
5935,-10
5936,-10
5937,-10
5938,-10
5939,-10
5940,-10
5941,-10
5942,-10
5943,-10
5944,100
5945,100
5946,-10
5947,100
5948,-10
5949,-10
5950,100
5951,-10
5952,-10
5953,-10
5954,-10
5955,-10
5956,-10
5957,-10
5958,-10
5959,-10
5960,-10
5961,-10
5962,-10
5963,-10
5964,100
5965,-10
5966,100
5967,-10
5968,-10
5969,-10
5970,-10
5971,100
5972,100
5973,-10
5974,-10
5975,-10
5976,-10
5977,100
5978,-10
5979,100
5980,-10
5981,100
5982,100
5983,-10
5984,-10
5985,-10
5986,-10
5987,-10
5988,100
5989,-10
5990,100
5991,100
5992,100
5993,-10
5994,-10
5995,-10
5996,-10
5997,-10
5998,100
5999,-10
