,scores,steps
873,-10,81321
874,-10,81395
875,-10,81442
876,-10,81692
877,-10,81777
878,-10,81817
879,-10,81868
880,-10,82118
881,-10,82368
882,-10,82618
883,-10,82805
884,-10,82887
885,-10,82976
886,-10,83132
887,-10,83192
888,100,83193
889,-10,83240
890,100,83251
891,-10,83501
892,-10,83729
893,-10,83979
894,-10,84087
895,-10,84131
896,-10,84180
897,-10,84430
898,-10,84532
899,100,84533
900,-10,84610
901,-10,84759
902,-10,84899
903,100,85149
904,-10,85399
905,-10,85631
906,-10,85881
907,-10,86131
908,100,86132
909,-10,86382
910,-10,86632
911,-10,86882
912,100,86931
913,-10,87181
914,-10,87431
915,-10,87681
916,-10,87780
917,-10,88030
918,-10,88280
919,100,88316
920,-10,88566
921,-10,88816
922,-10,89066
923,-10,89316
924,-10,89566
925,-10,89816
926,-10,90066
927,-10,90316
928,-10,90566
929,100,90599
930,-10,90833
931,-10,90963
932,-10,91065
933,-10,91315
934,-10,91488
935,-10,91648
936,100,91650
937,-10,91900
938,-10,92063
939,-10,92227
940,-10,92477
941,-10,92721
942,-10,92914
943,-10,93164
944,-10,93345
945,-10,93595
946,-10,93845
947,-10,94095
948,-10,94345
949,-10,94595
950,-10,94845
951,-10,95095
952,100,95096
953,-10,95346
954,-10,95596
955,-10,95846
956,-10,96096
957,-10,96346
958,-10,96596
959,-10,96846
960,-10,97096
961,-10,97346
962,-10,97596
963,-10,97846
964,-10,98096
965,-10,98346
966,-10,98596
967,-10,98846
968,-10,99096
969,-10,99346
970,-10,99596
971,-10,99846
972,-10,100096
973,-10,100346
974,-10,100596
975,-10,100846
976,-10,101096
977,-10,101346
978,-10,101596
979,-10,101846
980,100,101857
981,-10,102107
982,-10,102357
983,-10,102607
984,-10,102857
985,-10,103107
986,-10,103357
987,-10,103607
988,-10,103857
